track,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,chorus_hit,target
Who I Want to Be,David Arnold,spotify:track:5iIuKWVUw6rF6Uuis7CVNK,0.0953,0.209,-19.738,0.0402,0.78,0.901,0.131,0.0385,162307,73.09067,0
Disconnect Myself,//Tense//,spotify:track:5Ij63Ce14sr0HV8b7gQPp0,0.704,0.844,-9.378,,4.68E-05,0.442,,0.656,326632,106.36427,0
Honest,Future,spotify:track:5ik5nMy8vdS2rXe7SAGt2K,0.719,0.477,-6.439,0.178,0.0326,0,0.218,0.297,200493,28.35103,1
Best Friend's Brother,Victorious Cast Featuring Victoria Justice,spotify:track:5ilbsx6qkdgTZLptWIvXEV,0.613,0.917,-4.754,0.0637,0.000398,9.69E-06,,0.77,218267,19.43377,1
The Plug,Bonobo,spotify:track:5ilUK78Mc8Z7MXvVy3jTmw,0.644,0.432,-10.91,,0.755,0.718,0.273,0.0863,318600,45.44539,0
Gunshotta,Machinedrum,spotify:track:5IM1TAhZ0tGhPketsWMC02,0.661,0.788,-7.828,,0.00436,0.728,0.242,0.294,346118,39.35305,0
Waiting On The World To Change,John Mayer,spotify:track:5imShWWzwqfAJ9gXFpGAQh,0.577,0.756,-5.82,0.115,0.159,0.000232,0.249,0.663,201173,64.56393,1
Rock 'n' Roll Rebell,Pöbel & Gesocks,spotify:track:5IodteOt2Bb747CtlY9C3F,0.385,0.932,-3.807,0.0664,0.0369,0,,0.648,237813,19.67792,0
"Cello Suite No. 2 in D Minor, BWV 1008: VI. Gigue",Johann Sebastian Bach,spotify:track:5IofhO0Z0zMHKjcvmhqrGL,0.442,0.0469,-27.494,,0.912,0.809,0.101,0.643,155627,28.43269,0
Asi Como Hoy,Los Alegres de la Sierra,spotify:track:5IOvmtSHxMrvM8flm50PjB,0.554,0.521,-4.672,,0.528,0,,0.489,231640,66.21737,0
On Your Mind,Kaskade,spotify:track:5IpIl6c14WCJhjlIl6poVD,0.835,0.828,-4.512,0.0949,0.00235,0.743,0.0602,0.178,320280,36.16508,0
Heavy Metal Rules,Steel Panther,spotify:track:5IQgYA3zYctY5dpbrZA1uZ,0.55,0.927,-3.814,0.0621,0.00427,0,0.0676,0.334,227280,36.6854,0
How to Screw up Your Future and Disappoint Your Loved Ones,Settle Your Scores,spotify:track:5IrhLbdayXhmWrJm6w2u0q,0.524,0.879,-4.403,,0.000204,0,,0.61,251309,83.35424,0
Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,0.63,0.605,-8.951,,0.484,9.29E-05,0.298,0.266,295293,42.73936,1
Difference (Interlude),XXXTENTACION,spotify:track:5itzep0nGnq7hxCfFNsTIR,0.593,0.0668,-15.268,,0.949,1.31E-05,0.194,0.19,76974,39.12958,1
Swag Surfin',F.L.Y. (Fast Life Yungstaz),spotify:track:5ItzU5pBrFmRUudfr5RkJP,0.731,0.927,-5.663,,0.015,0,0.103,0.669,249920,34.25627,1
NAStradamus,Nas,spotify:track:5IUceLAshLX0OSTAdSLcPv,0.823,0.62,-8.002,0.329,0.000484,0,0.494,0.628,251933,33.8052,1
Sacrifice Unto Sebek,Nile,spotify:track:5iV7MYBfzSIPLeP3nzNQYp,0.114,0.959,-6.676,0.158,1.41E-05,0.883,0.097,0.0688,182947,119.26689,0
Dominanten 2018,Kuselofte,spotify:track:5ivoPKks7tnkiY6mAROWeg,0.561,0.89,-3.817,0.0754,0.12,0,,0.423,213643,79.83684,0
Calma,Pedro Capo X Farruko,spotify:track:5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,-4.218,,0.323,0,0.143,0.761,238200,32.2684,1
LoveStoned,Justin Timberlake,spotify:track:5iyE2d4U3Vc5cqY9mPTlpy,0.859,0.681,-6.247,0.0549,0.34,0.000161,0.213,0.852,444333,34.80603,1
Boa Me (feat. Ed Sheeran & Mugeez),Fuse ODG,spotify:track:5iYqXLSwFkrsgXl53pAnhd,0.906,0.597,-2.566,,0.165,2.94E-06,0.0775,0.967,180500,54.43556,0
Rumour Has It / Someone Like You,Glee Cast,spotify:track:5iYUt3rsgrGFU0nugdhYwj,0.64,0.896,-3.221,0.0789,0.275,0,,0.751,207947,38.43274,1
Promise,Kid Ink Featuring Fetty Wap,spotify:track:5IZc3KIVFhjzJ0L2kiXzUl,0.797,0.469,-8.112,,0.0599,0,,0.481,224240,37.98514,1
Love In This Club,Usher Featuring Young Jeezy,spotify:track:5j0McHPthKpOXRr3fBq8M0,0.573,0.712,-5.976,0.0732,0.0572,0,0.167,0.346,259720,34.87778,1
Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,spotify:track:5j1yOqWONR9T6l43AzJ6Es,0.757,0.673,-8.513,0.141,0.095,0,,0.574,185806,61.81427,1
Bottom Feeder,Project 86,spotify:track:5j58ixcXqWIMZlnzhr5wPx,0.481,0.609,-7.57,0.0317,0.000701,0.00435,,0.198,311360,34.21364,0
Litty,Meek Mill Featuring Tory Lanez,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,0.592,0.701,-4.014,0.0858,0.0451,0,0.327,0.282,280615,46.22037,1
Dust,Eli Young Band,spotify:track:5J6IvCB3hhdBVFfKI75fjp,0.586,0.925,-3.744,0.039,0.0262,0.00327,0.138,0.495,198933,43.50584,1
Herumor,Summoning,spotify:track:5J8Zn57zptuidSwQjjKSNn,0.304,0.879,-8.563,0.0473,0.0285,0.0569,0.12,0.171,428813,90.03771,0
I Can't Go For That / You Make My Dreams,Glee Cast,spotify:track:5JBa94s53RNVoHnjxwyrSF,0.637,0.836,-3.941,0.0789,0.0264,0,0.0958,0.898,161320,27.9926,1
Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,spotify:track:5jbKpvtoxZB14tbnBafMuL,0.718,0.708,-5.229,,0.0807,0,0.132,0.49,273787,40.5606,1
Wild Boy,MGK Featuring Waka Flocka Flame,spotify:track:5jcMhhJ0gXhtruaFIBbL3t,0.801,0.682,-4.676,,0.0292,0,0.226,0.484,231373,31.33953,1
"Theme From ""Bus Stop""",Jackie Gleason,spotify:track:5Jd78KUwqhZcY5msCpsDLw,0.245,0.0935,-19.343,0.0373,0.748,0.254,0.0963,0.107,222787,20.536,0
But For The Grace Of God,Keith Urban,spotify:track:5jDnI5jmAqpvKwmpXP7VSj,0.666,0.7,-6.083,,0.131,0,,0.644,224107,35.99192,1
All About That Bass,Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,-3.726,0.0503,0.0573,2.87E-06,0.124,0.961,187920,42.46388,1
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,spotify:track:5JEx7HbmvHQQswJCsoo9rA,0.574,0.758,-5.029,0.0621,0.0969,0,0.395,0.492,182623,18.96274,1
Cuddy Buddy,Mike Jones Featuring Trey Songz & Twista,spotify:track:5jfdZRtygUxV50rsbIF5zj,0.463,0.79,-4.341,,0.191,0,0.18,0.69,278027,42.8266,1
These Are My People,Rodney Atkins,spotify:track:5jFid6SUnYqohvNvNuZvIz,0.558,0.896,-3.687,,0.0316,0,,0.63,213653,148.5727,1
What Would You Do (If You Married A Soldier)?,Beatnik Turtle,spotify:track:5jfjOO0JaZxtWR7WF58LVq,0.489,0.915,-7.551,,0.35,8.97E-06,0.29,0.777,92387,44.97998,0
Lucrezia Borgia / Act 2: Era desso il figlio mio,Gaetano Donizetti,spotify:track:5jGJVJJXu7Z32Y1y5bdGYZ,0.331,0.101,-18.196,,0.96,0.00224,0.0891,0.0865,323333,24.89778,0
Brethren of the Pentagram,Lock Up,spotify:track:5jHBy1bwpUMET0ad6Ug3KK,0.343,0.978,-5.064,0.164,7.74E-06,2.86E-06,,0.0832,95547,23.46464,0
Vatapi - Hamsadwani - Adi - Live,Kadri Gopalnath,spotify:track:5JIjifK1fZKvP4BOn1z0ne,0.46,0.587,-10.163,,0.909,0.906,0.0942,0.961,961280,36.42712,0
My One and Only Love,John Coltrane,spotify:track:5JIy7hIzBwROoZvhEDRpKf,0.456,0.106,-16.426,,0.987,0.0207,0.121,0.193,297267,13.85449,0
Finnegan's Wake,Beatnik Turtle,spotify:track:5JIza222L6Fsrnog8bnMNS,0.64,0.47,-11.73,,0.52,0,0.083,0.78,225200,24.29543,0
Roll the Dice,Wolfpack,spotify:track:5jj9Z63XHpM4CZDku1EQ2k,0.407,0.974,-4.599,0.0596,3.07E-06,0.351,,0.429,131360,30.14774,0
She's A Rejecter,of Montreal,spotify:track:5jjA4fumbxJ6fJO5fLdPco,0.626,0.916,-4.801,,0.0117,0.0407,0.0654,0.383,242947,39.28089,0
Glyph Hop,Timonkey,spotify:track:5JJe6jYyA0JTXgSlFQfAPf,0.657,0.847,-8.249,0.0518,0.00129,0.568,,0.755,225000,84.38324,0
"Serenata concertante in E Minor, Op. 105: II. Allegro moderato",Anton Diabelli,spotify:track:5JjmjeQ2p3CFEaSfEgkNNt,0.443,0.045,-24.951,0.0406,0.991,0.794,,0.449,366000,72.82041,0
Marilyn,Mount Kimbie,spotify:track:5jJPcImQkogKdwsVS36zH7,0.271,0.486,-11.956,0.0407,0.351,0.156,0.0894,0.31,246704,89.36521,0
Let's Get It On,Hammerfall,spotify:track:5JK9I7KlRFxo7bHN4StOo2,0.442,0.983,-2.414,,0.000249,0.000228,0.332,0.195,245773,31.93476,0
Alright,Darius Rucker,spotify:track:5JlH51YDYsGj2dyEJKKjcN,0.601,0.806,-4.579,0.0345,0.0527,0,,0.711,231920,21.66591,1
Wage Slaves,All Shall Perish,spotify:track:5JLI6sbJzxVU1GS6E0gjDj,0.328,0.979,-2.136,,0.00011,0.391,0.0748,0.0829,222328,26.85784,0
A Body Farm,Cattle Decapitation,spotify:track:5jLiTiL2G1aXgpJ1mkfDa4,0.281,0.991,-4.341,0.215,0.00057,0.595,0.172,0.0413,208787,41.3123,0
Babylon,David Gray,spotify:track:5jLqVCGlKNYrLqCA1Qy4FV,0.737,0.543,-10.403,,0.0598,0.01,0.103,0.256,265667,35.17653,1
Wide Awake,Katy Perry,spotify:track:5JLv62qFIS1DR3zGEcApRt,0.514,0.683,-5.099,0.0367,0.0749,2.64E-06,,0.575,220947,27.03673,1
Coney Island,Good Old War,spotify:track:5jnekVPgf12EsKtBX3JPTW,0.619,0.741,-7.186,0.0444,0.393,0,,0.923,163840,91.35802,0
People Are Crazy,Billy Currington,spotify:track:5JnLiuMgRAWoHYOhatFP3s,0.651,0.699,-5.006,0.0265,0.213,0.000265,0.12,0.36,231360,48.70181,1
Gajavadana Begada Adi Vijaya Vittala Dasa,Sudha Ragunathan,spotify:track:5JNVmcNErHugYVfpOBpp8S,0.481,0.477,-14.532,,0.944,0.324,0.0857,0.618,338907,45.14736,0
About Girls,Abhi The Nomad,spotify:track:5JpEgb6eMGuSHSNNxHu5Yc,0.838,0.314,-12.383,0.415,0.229,0,0.0945,0.384,212432,26.06357,0
Request Line,The Black Eyed Peas Featuring Macy Gray,spotify:track:5jqtWlhucAwdTQdOubwVxQ,0.638,0.811,-3.573,,0.0182,5.13E-05,,0.115,561600,124.01392,1
Dark Horse,Katy Perry Featuring Juicy J,spotify:track:5jrdCoLpJSvHHorevXBATy,0.645,0.585,-6.122,,0.00314,0,0.165,0.353,215672,43.94078,1
Parachute,Chris Stapleton,spotify:track:5jROdl6MhcmP3O7h2sVgtw,0.642,0.762,-7.411,0.0296,0.00967,5.72E-05,,0.605,253200,30.01787,1
Who Is She 2 U,Brandy,spotify:track:5jSAfX8SJVD5uzFyLlTVwo,0.6,0.629,-6.949,0.224,0.417,2.23E-06,0.041,0.865,283280,22.81029,1
Raspberry Beret,Prince And The Revolution,spotify:track:5jSz894ljfWE0IcHBSM39i,0.761,0.67,-12.759,0.0438,0.21,0.000426,0.0685,0.91,215173,79.71888,1
Among Ancestors,Turisas,spotify:track:5jtlhT1Mq1lTUXYqG7DK1j,0.243,0.843,-7.558,,0.00401,0.492,,0.182,316613,78.30956,0
From the Flames,Memoriam,spotify:track:5JTv4wEgiXw6vL6OR3WJKm,0.525,0.602,-15.015,,0.00247,0.572,,0.146,339493,46.31089,0
Wadsyaname,Nelly,spotify:track:5JUGffssS2e4dUXEDxzPAX,0.778,0.79,-7.187,,0.123,0,,0.174,246427,18.57974,1
How Many Licks?,Lil' Kim Featuring Sisqo,spotify:track:5jv3QxL0MFswzM1UJ2qQJM,0.584,0.682,-9.597,0.333,0.0404,0,0.352,0.722,233053,20.87662,1
Amen & Attack - Live,Powerwolf,spotify:track:5jvN5DBtc1tkQdKEMqbFQX,0.398,0.937,-4.507,,0.000541,6.20E-06,0.386,0.207,291387,20.50179,0
Hand Of Blood,Bullet For My Valentine,spotify:track:5JWDt4NZNiZQR8iMenaa7h,0.375,0.985,-2.754,0.0936,0.000246,0,,0.455,217453,31.74349,0
Have You Forgotten?,Darryl Worley,spotify:track:5JWuz7zukN8z9JLNm29U5K,0.478,0.625,-5.975,,0.0515,0,0.116,0.343,242293,19.11048,1
Noorie,Bally Sagoo,spotify:track:5jX8ZbNuTE5Z6gEsSmDryo,0.624,0.503,-8.088,0.0256,0.0439,0.000773,0.101,0.548,371440,28.93469,0
Feeling Punk - Asle Remix,Todd Terry,spotify:track:5jxJdq2daY0q1jHuXt8dnO,0.739,0.772,-10.172,,0.00126,0.708,,0.699,345854,97.5751,0
Ghouls,Helltrain,spotify:track:5jY3TYO3NqvGpoQe8JmnTp,0.396,0.946,-3.541,0.0613,0.000781,0.0333,0.313,0.497,257386,59.36034,0
I Can Do Anything,3OH!3,spotify:track:5jyDUXlAVUh4XJEJIJgapB,0.54,0.906,-4.652,,0.00247,0,0.368,0.438,190880,22.96787,1
Out The Speakers,A-Trak + Milo & Otis Featuring Rich Kidz,spotify:track:5jyZPWZMltiZyh29JxeeP6,0.673,0.921,-3.274,,0.0112,0.84,,0.279,193846,35.78629,1
Paranoid Android I,Brad Mehldau,spotify:track:5Jz6iIgLRx5huCdlM8QDts,0.389,0.127,-16.157,,0.99,0.958,0.111,0.0807,101387,36.44766,0
Dude You Rock,The Gomers,spotify:track:5JZAs8SLttrmWGH87LkyWT,0.535,0.944,-8.298,,0.00357,0.00796,,0.703,163133,43.59341,0
Bounce With Me,Lil Bow Wow Featuring Xscape,spotify:track:5jZfGxZDayFA1HzYmyOG3a,0.852,0.75,-5.153,,0.434,0,0.265,0.934,175893,33.18431,1
Yesterday - Instrumental Version,Lance Allen,spotify:track:5JZwQs0sbiVdF4TiFkB7pR,0.598,0.157,-15.138,0.029,0.959,0.681,,0.594,158965,25.20762,0
Don't Trust Me,3OH!3,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,0.791,0.713,-3.742,,0.0163,0,,0.514,192573,60.2341,1
"Flesh, Bones And Blood",Belphegor,spotify:track:5k0hI8yTmBEzoR5reaEQg3,0.463,0.964,-4.764,,2.35E-06,0.167,,0.112,211966,33.33801,0
The First Cut Is The Deepest,Sheryl Crow,spotify:track:5k0qt96tQqlhqDeBqOdi5v,0.502,0.719,-5.12,0.0346,0.0405,0,,0.694,226053,35.17681,1
I Wanna Get Lost with You (Acoustic 2015) [Bonus Track],Stereophonics,spotify:track:5K0Wk9dmEhxv2fieYNV9ki,0.513,0.568,-8.956,0.0287,0.564,1.44E-06,0.0998,0.162,256853,49.5851,0
Autumn Breeze,Paul Bley,spotify:track:5k2dDqdo0KGburbQu5xSSJ,0.437,0.331,-12.41,0.0458,0.983,0.794,,0.48,189813,77.29617,0
Hollowed Out,Belmont,spotify:track:5k2pZQTQpaCEOHdP7BN7WF,0.586,0.969,-2.56,0.0964,2.42E-05,3.86E-05,0.13,0.485,180867,45.05244,0
Him & I,G-Eazy & Halsey,spotify:track:5k38wzpLb15YgncyWdTZE4,0.589,0.731,-6.343,,0.0534,0,,0.191,268867,45.76184,1
Can't Help But Wait,Trey Songz,spotify:track:5k3VjTwIsOjQ2woGz3Yx71,0.699,0.699,-5.564,,0.358,0,0.0912,0.611,206413,23.51883,1
Rock That Body,The Black Eyed Peas,spotify:track:5K5LbSTVuKKe1KGMNfBgIW,0.715,0.907,-6.025,,0.0172,8.39E-05,0.426,0.841,268840,24.75824,1
Black Sails At Midnight,Alestorm,spotify:track:5K5lrptyRqoVYYDhADvzSM,0.493,0.977,-3.808,,7.21E-06,0.00538,0.356,0.322,210987,55.87392,0
Let's Get Down,Bow Wow Featuring Baby,spotify:track:5K6x90WnljxSWJwSA5Jj6i,0.878,0.63,-4.453,,0.103,0,0.0701,0.775,261333,27.88771,1
Metal Gods - Live from Battle Cry,Judas Priest,spotify:track:5K7htogsrZexso8RB1z0U7,0.378,0.891,-4.735,,1.03E-05,0.0136,0.777,0.14,253867,48.45906,0
Good Thing,Sage The Gemini Featuring Nick Jonas,spotify:track:5k7KtLUFDlawcjyvo5NpnT,0.56,0.719,-6.243,0.109,0.0166,0,,0.21,227120,37.08068,1
Nude,Radiohead,spotify:track:5k7VKj1Xwy5DjO4B0PdAOb,0.537,0.342,-9.785,,0.833,0.6,,0.156,255387,40.58623,1
Ordinary Love,U2,spotify:track:5K8cyMKcnG4rx5ocW3u7OW,0.617,0.621,-10.233,,0.0207,3.80E-05,,0.378,227173,23.6814,1
Boy With Luv,BTS Featuring Halsey,spotify:track:5KawlOMHjWeUjQtnuRs22c,0.645,0.862,-4.757,0.0965,0.0923,0,,0.798,229773,48.23827,1
My Type,Saweetie,spotify:track:5KBARWIxeMGkvUax9VtVC9,0.899,0.811,-6.294,,0.000677,0,0.0672,0.587,126446,37.2607,1
Sometimes,Goldmund,spotify:track:5kEBCeCA8lrYyLar9WGbhY,0.208,0.0823,-26.021,,0.915,0.905,0.107,0.115,169128,29.22256,0
Destrózame,INSITE,spotify:track:5kEOGfiGkDwGnNoGlepPJI,0.482,0.929,-5.595,,0.00105,0,,0.317,205080,40.71426,0
Fineshrine,Purity Ring,spotify:track:5KeyVNymqfqac1wLDseK8v,0.609,0.798,-4.448,0.0404,0.018,8.68E-06,0.434,0.401,209760,81.4581,0
Saturday Nights,Khalid & Kane Brown,spotify:track:5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,-8.559,0.0985,0.606,3.02E-05,0.11,0.341,210667,47.29151,1
Adadhu Asangadhu,Aruna Sairam,spotify:track:5KgSecRl0KwuMIc5yXqfYh,0.539,0.417,-15.529,0.117,0.916,0.0492,0.107,0.772,1109360,101.48462,0
Billy,6ix9ine,spotify:track:5KhFaq45chTw8RGfWo8T8J,0.764,0.711,-3.818,0.288,0.175,0,,0.774,112667,30.03713,1
Amen (Because He Lives),Holy Communion Instrumental Duo,spotify:track:5khQn0ANGFAaGBJ4YUzeCP,0.475,0.188,-15.767,,0.975,0.89,,0.22,235608,28.37714,0
Toes,Zac Brown Band,spotify:track:5kjyiH6but1t2UDXq15aeS,0.8,0.759,-5.398,0.0378,0.655,0,0.0897,0.821,262773,29.42405,1
D.O.A. (Death Of Auto-Tune),JAY-Z,spotify:track:5kMsjfhYMZ1L9Btuu0AIRx,0.569,0.869,-5.432,0.217,0.0342,0,,0.492,256387,68.54985,1
Die A Happy Man,Thomas Rhett,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.595,0.389,-9.245,,0.418,1.39E-06,,0.4,227427,18.99965,1
Par Avion,The American Dollar,spotify:track:5knokEfY6UDmdDIUvVOZCI,0.387,0.457,-15.727,0.0489,0.584,0.944,0.0964,0.235,225707,43.43522,0
Maula Mere Maula,Roop Kumar Rathod,spotify:track:5KNuHsIeFtD0oukst77hBi,0.548,0.737,-7.865,,0.458,0.00806,0.091,0.412,364330,27.50818,0
Talk Dirty,Jason Derulo Featuring 2 Chainz,spotify:track:5KONnBIQ9LqCxyeSPin26k,0.635,0.691,-4.862,,0.555,0,0.097,0.638,217419,25.16837,1
Trumpets,Jason Derulo,spotify:track:5KONnBIQ9LqCxyeSPin26k,0.635,0.691,-4.862,0.258,0.555,0,0.097,0.638,217419,25.16837,1
Heavy Metal Payback,Frank White,spotify:track:5KOw4QBqgeyicKwAzmU4tP,0.613,0.877,-4.718,0.444,0.319,0,0.0456,0.644,269920,135.32669,0
Been There,Clint Black With Steve Wariner,spotify:track:5KPqPP8RLsmAMHu0BN0Pw1,0.637,0.867,-5.427,0.0298,0.00575,0.00798,,0.731,335200,29.18016,1
Crescent,John Coltrane Quartet,spotify:track:5KpU2bkurGoKg6uyEJHBbg,0.362,0.381,-8.789,,0.905,0.00183,0.0737,0.334,608467,23.85848,0
7 Years,Lukas Graham,spotify:track:5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,-5.829,,0.287,0,,0.34,237300,20.92116,1
Paciencia Y Fe,Olga Merediz,spotify:track:5kRGhvnoCWgw7cNgwSSQI2,0.544,0.407,-8.158,,0.72,0,0.176,0.574,295000,39.03814,0
Back Then,Mike Jones,spotify:track:5krOROgmf8adn3SJzeKLZy,0.776,0.736,-6.308,0.255,0.0101,0,,0.536,244187,33.46182,1
Cowboys And Angels,Dustin Lynch,spotify:track:5ksoJlQJtduEkwQTo7UN7X,0.355,0.55,-5.772,0.0285,0.245,3.20E-05,,0.26,227720,45.98789,1
Black Horses Stampede,Textures,spotify:track:5KsywoGp7aAI99WtqSpsUu,0.421,0.927,-4.141,0.0604,0.000987,1.02E-05,,0.362,236533,51.42567,0
Far Away,Marsha Ambrosius,spotify:track:5KVbaJP4IOZmZZlj5v4jp2,0.433,0.668,-6.544,,0.221,0,0.126,0.351,436880,28.44387,1
The Rip,Portishead,spotify:track:5KX2DSPC6aCA0pdDidTmBC,0.471,0.484,-9.414,,0.925,0.499,0.0987,0.236,270947,27.48466,0
Bartender,T-Pain Featuring Akon,spotify:track:5kxddRG1RZaZROadk7iC4D,0.675,0.394,-8.539,0.133,0.0611,0,,0.405,238800,18.39244,1
Partita: I. Vivace,John Rutter,spotify:track:5kXlFhYQVHYqma7GaPp83Z,0.347,0.245,-14.565,0.0352,0.977,0.842,0.086,0.125,457000,42.79608,0
Wake Skadi,Hagalaz' Runedance,spotify:track:5kY7OZ4o9RgRXkpK90Gowh,0.643,0.713,-9.348,0.0298,0.0303,0.17,0.0811,0.29,270320,16.41262,0
Rocks in My Bed (Featuring Addie Strei),Eau Claire Memorial Jazz I,spotify:track:5Ky99fwikeew423Cgki6z9,0.387,0.398,-13.061,,0.877,0.105,0.767,0.33,226107,74.00649,0
Forever (We Sing Hallelujah),Holy Communion Instrumental Duo,spotify:track:5KYO2oDaBzW9XtUzA0fC3q,0.332,0.221,-16.469,0.0381,0.988,0.917,0.111,0.0868,207884,27.71546,0
Killa,Cherish Featuring Yung Joc,spotify:track:5KzHTHTjftb7QFh5GicRnO,0.796,0.705,-4.82,,0.0332,2.14E-06,0.0809,0.774,228973,20.6832,1
Green Christmas,The Essex Green,spotify:track:5KZIg0VfGqrR9XBN7uAYII,0.436,0.664,-5.734,,0.456,8.05E-05,0.103,0.52,162840,59.29602,0
The Town I Live In,McKinley Mitchell,spotify:track:5kZkP5HxRmFHfTmwO2KOvm,0.573,0.607,-7.876,0.0277,0.669,4.12E-05,0.104,0.925,162333,24.93413,0
Angels We Have Heard On High - Live,for KING & COUNTRY,spotify:track:5L0McLUJ1jS8N6dPnv4251,0.49,0.871,-5.749,0.0524,0.00544,0.00088,0.703,0.158,239387,22.7243,0
Metal Image,Forward Strategy Group,spotify:track:5L18epnQ5MLHGs5Uv7DZ1D,0.577,0.639,-15.492,,0.0124,0.784,0.0993,0.0353,484093,36.82166,0
Standing on the Edge of Summer,Thursday,spotify:track:5l2P0TBREso46wxFq4jQrI,0.236,0.847,-4.534,0.0481,0.00011,0.000324,0.0985,0.376,222040,59.22369,0
Never Enough,Epica,spotify:track:5l2ZBgW7B4QY7ZufS2Shb2,0.51,0.929,-2.656,0.0496,0.0133,0.00189,,0.314,287425,65.41271,0
Bright Lights,matchbox twenty,spotify:track:5l36mPDpqNWrNIRzwJpwYl,0.319,0.732,-4.475,0.0436,0.0134,0,0.658,0.2,234427,28.60857,1
Bow Down,Loudblast,spotify:track:5L5StnyPtnwlmOKUQmapT1,0.54,0.912,-4.103,0.0547,3.08E-06,0.826,0.36,0.312,205347,61.05238,0
Look After You,The Fray,spotify:track:5l6hpyTGBK0LAAxgPnqTQL,0.447,0.592,-3.015,,0.0575,4.47E-06,0.13,0.283,266773,58.97014,1
"Gone, Gone, Gone",Phillip Phillips,spotify:track:5L79aNYCTKiZq7vaOElXYj,0.664,0.642,-5.961,,0.129,0,0.114,0.501,209693,46.97496,1
After Hours 999,Black Metal Raccoons,spotify:track:5L7AcnqEfgun2LE5n3OyqV,0.386,0.691,-5.618,,0.000268,0.0739,,0.25,235034,24.48168,0
Rainfall,Koan,spotify:track:5L7e8DI1gn0uV1LVvbe6Bf,0.65,0.743,-11.213,0.051,0.058,0.867,0.0686,0.452,510098,26.22226,0
The Second Time Around,Thad Jones,spotify:track:5l8uIvSV1J8HlN8odaQ8wq,0.311,0.182,-15.126,0.0344,0.931,0.00902,,0.0868,339293,34.56995,0
My Personal Tv System,Ultra Milkmaids,spotify:track:5L8zUyOVmGObJ0vC1S6hpj,0.262,0.9,-5.345,,0.238,0.824,,0.381,275773,38.77065,0
By Your Side,Beachwood Sparks,spotify:track:5la5PTcDm8oQuzHX9ssVZf,0.266,0.688,-7.323,0.0334,0.649,0.0628,,0.539,298827,33.86967,0
Wu-Tang Forever,Drake,spotify:track:5LAKjqbB5uurPpxFEicd9S,0.832,0.427,-8.516,,0.0474,0,,0.369,217680,29.74609,1
Bop Bop,Protohype,spotify:track:5LbBZHGb4C9fN8oVp0dHzQ,0.491,0.933,-3.039,,0.029,0.757,,0.179,185387,40.61406,0
Dirty Little Secret,The All-American Rejects,spotify:track:5lDriBxJd22IhOH9zTcFrV,0.465,0.954,-4.251,,0.000346,5.38E-06,,0.458,193653,16.67104,1
Indie Rock Sisters,Fir Cone Children,spotify:track:5lEFiT9x9v5hcH5Pf6Byhf,0.296,0.931,-3.411,,9.17E-05,0.621,0.727,0.183,124157,37.40058,0
Listerine,Dayglow,spotify:track:5LEVjmo2QweDHc7k19aFcp,0.694,0.583,-11.549,,0.168,0.819,0.329,0.897,215556,41.78865,0
Bemoaned Animosity,Final Breath,spotify:track:5LF4eVyrf9k1ZbzlNZ6Yyx,0.44,0.981,-1.354,0.145,2.56E-05,0.00403,,0.328,253867,45.23455,0
Back To Back,Drake,spotify:track:5lFDtgWsjRJu8fPOAyJIAK,0.893,0.48,-3.728,0.356,0.00854,0,0.116,0.382,170638,67.63745,1
Thrash Attack,Nocturnal,spotify:track:5lG2scOkCXtK7RyV52OLYB,0.328,0.998,-6.276,,6.68E-05,0.00381,0.0381,0.033,225187,42.31479,0
With You,Chris Brown,spotify:track:5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,-4.298,,0.134,0,0.145,0.655,252120,24.77448,1
'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,spotify:track:5ljCWsDlSyJ41kwqym2ORw,0.759,0.675,-5.148,,0.228,0,,0.328,205560,35.32814,1
Let's Be Us Again,Lonestar,spotify:track:5lk17ZE9flaFuXUerzxeYm,0.395,0.396,-6.07,,0.578,0,,0.318,241893,44.5816,1
Metal Drums (Regis remix),Black Asteroid,spotify:track:5lKanl4BUzp8aPeupaVrYY,0.737,0.946,-10.518,,0.00121,0.803,0.872,0.0382,243844,33.25455,0
The Warning,Procession,spotify:track:5LN3YPwBZ5NYSjcYX3WrCt,0.525,0.908,-8.501,,0.00411,0.775,0.145,0.0372,146929,54.06965,0
"Snehidhane, Pt. 1",Sadhana Sargam,spotify:track:5LND6uMgE2QUse43kHdMPn,0.545,0.343,-13.671,0.0438,0.207,0,0.124,0.416,365924,40.88943,0
